в, PREP: 4538
воткнул, VERB: 3
марля, NOUN: 3
располагаюсь, VERB: 3
компостирование, NOUN: 3
перечитал, VERB: 3
спасибочки, INTJ: 3
экзотический, ADJF: 3
понемногу, ADVB: 3
аренда, NOUN: 3
подхватил, VERB: 3
тыквенный, ADJF: 3
подрастаю, VERB: 3
петушок, NOUN: 3
клад, NOUN: 3
оттуда, ADVB: 3
высиживать, INFN: 3
санитарный, ADJF: 3
подсыпаю, VERB: 3
изготавливаю, VERB: 3
окучивать, INFN: 3
упустил, VERB: 3
преобладаю, VERB: 3
синичка, NOUN: 3
профиль, NOUN: 3
открывание, NOUN: 3
верить, INFN: 3
атака, NOUN: 3
посылка, NOUN: 3
завернуть, INFN: 3
транспортировка, NOUN: 3
пустырник, NOUN: 3
занёс, VERB: 3
склоняюсь, VERB: 3
нарцисс, NOUN: 3
меньший, ADJF: 3
душистый, ADJF: 3
одинокий, ADJF: 3
увядаю, VERB: 3
посильный, ADJF: 3
рубероид, NOUN: 3
восстановился, VERB: 3
ловлю, VERB: 3
стройматериал, NOUN: 3
соседство, NOUN: 3
тянуть, INFN: 3
мужик, NOUN: 3
ковчег, NOUN: 3
ого, INTJ: 3
пахота, NOUN: 3
опускаю, VERB: 3
тесто, NOUN: 3
советский, ADJF: 3
теневой, ADJF: 3
развёл, VERB: 3
рыть, INFN: 3
насобирал, VERB: 3
присматриваюсь, VERB: 3
подсел, VERB: 3
создал, VERB: 3
деликатный, ADJF: 3
бензопила, NOUN: 3
прогревать, INFN: 3
пенопласт, NOUN: 3
мансарда, NOUN: 3
доехал, VERB: 3
тент, NOUN: 3
сантолина, NOUN: 3
выписанный, PRTF: 3
обл, NOUN: 3
проживание, NOUN: 3
избыточный, ADJF: 3
двое, NUMR: 3
вытяжка, NOUN: 3
оболочковый, ADJF: 3
текст, NOUN: 3
бизнес, NOUN: 3
огородик, NOUN: 3
вмешательство, NOUN: 3
появиться, INFN: 3
социальный, ADJF: 3
восторженный, ADJF: 3
передача, NOUN: 3
европейский, ADJF: 3
недоразумение, NOUN: 3
икра, NOUN: 3
придумываю, VERB: 3
осуществляю, VERB: 3
слабенький, ADJF: 3
гармония, NOUN: 3
кубанский, ADJF: 3
пролить, INFN: 3
бурьян, NOUN: 3
ножовка, NOUN: 3
актуальный, ADJF: 3
разместил, VERB: 3
эффективнее, COMP: 3
закатка, NOUN: 3
перевернуть, INFN: 3
воззрение, NOUN: 3
параметр, NOUN: 3
экологичный, ADJF: 3
перун, NOUN: 3
поймал, VERB: 3
снижение, NOUN: 3
вывести, INFN: 3
двадцать, NUMR: 3
подвожу, VERB: 3
непредставление, NOUN: 3
учитывая, GRND: 3
тамир, NOUN: 3
обман, NOUN: 3
шерсть, NOUN: 3
овчарка, NOUN: 3
метровый, ADJF: 3
гусыня, NOUN: 3
умелец, NOUN: 3
модный, ADJF: 3
направлять, INFN: 3
заглядываю, VERB: 3
закопать, INFN: 3
сочнее, COMP: 3
вздутие, NOUN: 3
ес, NOUN: 3
кража, NOUN: 3
тюмень, NOUN: 3
придерживаться, INFN: 3
дер, PRCL: 3
облегчение, NOUN: 3
типичный, ADJF: 3
внимательный, ADJF: 3
неожиданный, ADJF: 3
вызреваю, VERB: 3
нетребователен, ADJS: 3
практичный, ADJF: 3
промыл, VERB: 3
колюсь, VERB: 3
ровненький, ADJF: 3
топливо, NOUN: 3
королевский, ADJF: 3
охлаждать, INFN: 3
чищусь, VERB: 3
прекращаюсь, VERB: 3
рожь, NOUN: 3
завёлся, VERB: 3
срезал, VERB: 3
экзотичный, ADJF: 3
интересен, ADJS: 3
биота, NOUN: 3
утверждение, NOUN: 3
заряд, NOUN: 3
яма, NOUN: 3
шерстяной, ADJF: 3
храповик, NOUN: 3
крутой, ADJF: 3
керамзит, NOUN: 3
болгарский, ADJF: 3
назвать, INFN: 3
поддержание, NOUN: 3
глашу, VERB: 3
промерзаю, VERB: 3
дружный, ADJF: 3
тест, NOUN: 3
регулятор, NOUN: 3
выкинуть, INFN: 3
лакомство, NOUN: 3
засеять, INFN: 3
осыпаюсь, VERB: 3
подвязать, INFN: 3
приверженец, NOUN: 3
топор, NOUN: 3
пойти, INFN: 3
утеплил, VERB: 3
перлит, NOUN: 3
шейка, NOUN: 3
ракушка, NOUN: 3
камнеломка, NOUN: 3
управлять, INFN: 3
прекратился, VERB: 3
методика, NOUN: 3
подливать, INFN: 3
заготовить, INFN: 3
гидроизоляция, NOUN: 3
увеличить, INFN: 3
любовь, NOUN: 3
подрастать, INFN: 3
товарищество, NOUN: 3
подтвердил, VERB: 3
горлышко, NOUN: 3
приспособил, VERB: 3
поливка, NOUN: 3
перемещаю, VERB: 3
живете, NOUN: 3
транспорт, NOUN: 3
плеть, NOUN: 3
стимуляция, NOUN: 3
короткий, ADJF: 3
расположить, INFN: 3
штакетник, NOUN: 3
гектар, NOUN: 3
наслаждаюсь, VERB: 3
чаен, ADJS: 3
стеблевой, ADJF: 3
клевер, NOUN: 3
длинен, ADJS: 3
скотч, NOUN: 3
выкопанный, PRTF: 3
верхушечный, ADJF: 3
распространяюсь, VERB: 3
тракторист, NOUN: 3
единый, ADJF: 3
прорастать, INFN: 3
скептически, ADVB: 3
кинуть, INFN: 3
оберегаю, VERB: 3
укрывание, NOUN: 3
залив, NOUN: 3
лить, INFN: 3
полено, NOUN: 3
индикатор, NOUN: 3
ценность, NOUN: 3
фасую, VERB: 3
дождевой, ADJF: 3
плачу, VERB: 3
сливаюсь, VERB: 3
придуман, PRTS: 3
фанера, NOUN: 3
фикус, NOUN: 3
цвет, NOUN: 3
измельчить, INFN: 3
соревнование, NOUN: 3
увеличивать, INFN: 3
приносить, INFN: 3
досягаемость, NOUN: 3
хвойник, NOUN: 3
верю, VERB: 3
категория, NOUN: 3
дровишки, NOUN: 3
наросший, PRTF: 3
одеть, INFN: 3
муть, NOUN: 3
облегчаю, VERB: 3
доля, NOUN: 3
обломался, VERB: 3
рукав, NOUN: 3
ренклод, NOUN: 3
краевой, ADJF: 3
проявление, NOUN: 3
сопровождаюсь, VERB: 3
ощупь, NOUN: 3
внёс, VERB: 3
отпугиваю, VERB: 3
барабан, NOUN: 3
шиповниковый, ADJF: 3
мутнею, VERB: 3
провалился, VERB: 3
заставляю, VERB: 3
морозильный, ADJF: 3
отсюда, ADVB: 3
реакция, NOUN: 3
редакция, NOUN: 3
севок, NOUN: 3
охотнее, COMP: 3
бесплодный, ADJF: 3
растрескался, VERB: 3
прекратил, VERB: 3
качели, NOUN: 3
прогревание, NOUN: 3
обогрев, NOUN: 3
снабжён, PRTS: 3
кнопка, NOUN: 3
брусок, NOUN: 3
торговля, NOUN: 3
понятие, NOUN: 3
растворить, INFN: 3
потрескался, VERB: 3
километр, NOUN: 3
заморозить, INFN: 3
поливалка, NOUN: 3
обогреваю, VERB: 3
ношусь, VERB: 3
применить, INFN: 3
медучреждение, NOUN: 3
возделывание, NOUN: 3
шишечка, NOUN: 3
поленился, VERB: 3
уменьшение, NOUN: 3
подумываю, VERB: 3
заставить, INFN: 3
занимать, INFN: 3
задерживаю, VERB: 3
свожусь, VERB: 3
натюрморт, NOUN: 3
ковы, NOUN: 3
жалоба, NOUN: 3
детерминантный, ADJF: 3
огородничество, NOUN: 3
консервирование, NOUN: 3
привой, NOUN: 3
переносчик, NOUN: 3
капитальный, ADJF: 3
черника, NOUN: 3
проникнуть, INFN: 3
сборка, NOUN: 3
соединяюсь, VERB: 3
рассаживать, INFN: 3
чешуйка, NOUN: 3
голубой, ADJF: 3
сломал, VERB: 3
откопал, VERB: 3
консистенция, NOUN: 3
страшен, ADJS: 3
греющий, PRTF: 3
накидал, VERB: 3
подышал, VERB: 3
впрочем, CONJ: 3
опадать, INFN: 3
палисадник, NOUN: 3
банановый, ADJF: 3
выя, NOUN: 3
желаю, VERB: 3
выдернул, VERB: 3
бордюр, NOUN: 3
отламываюсь, VERB: 3
втыкаю, VERB: 3
темп, NOUN: 3
повредился, VERB: 3
прощальный, ADJF: 3
играю, VERB: 3
завожусь, VERB: 3
вожу, VERB: 3
опасный, ADJF: 3
прежний, ADJF: 3
продольный, ADJF: 3
воюю, VERB: 3
ниточка, NOUN: 3
избавляюсь, VERB: 3
век, NOUN: 3
землистый, ADJF: 3
перекапывать, INFN: 3
составил, VERB: 3
располагаться, INFN: 3
альтернативный, ADJF: 3
жгучий, ADJF: 3
крик, NOUN: 3
гарнир, NOUN: 3
заправить, INFN: 3
помыть, INFN: 3
завязь, NOUN: 3
рулон, NOUN: 3
разок, NOUN: 3
смс, NOUN: 3
наливаю, VERB: 3
овёс, NOUN: 3
неповторимый, ADJF: 3
опустошил, VERB: 3
фосфорный, ADJF: 3
тенистый, ADJF: 3
прищипывать, INFN: 3
перекрыл, VERB: 3
боекомплект, NOUN: 3
переменный, ADJF: 3
бензин, NOUN: 3
испробовал, VERB: 3
поддержка, NOUN: 3
просеял, VERB: 3
вытек, VERB: 3
индивидуальный, ADJF: 3
переезд, NOUN: 3
луг, NOUN: 3
запомнился, VERB: 3
трудность, NOUN: 3
наладился, VERB: 3
наслаждаться, INFN: 3
перешёл, VERB: 3
ферма, NOUN: 3
увлажняю, VERB: 3
выбросить, INFN: 3
громоздкий, ADJF: 3
пахучий, ADJF: 3
капустка, NOUN: 3
лизнул, VERB: 3
выведение, NOUN: 3
рассуждение, NOUN: 3
яблочный, ADJF: 3
разровнял, VERB: 3
означаю, VERB: 3
скручивание, NOUN: 3
пчела, NOUN: 3
полю, VERB: 3
перемешал, VERB: 3
шарик, NOUN: 3
кокцидиоз, NOUN: 3
пролежал, VERB: 3
закидать, INFN: 3
стабилизатор, NOUN: 3
смущаю, VERB: 3
календарь, NOUN: 3
сыпучий, ADJF: 3
ил, NOUN: 3
хвост, NOUN: 3
размокание, NOUN: 3
стайка, NOUN: 3
достигаюсь, VERB: 3
останавливаюсь, VERB: 3
купленный, PRTF: 3
пастух, NOUN: 3
рублю, VERB: 3
включён, PRTS: 3
га, NOUN: 3
прикупил, VERB: 3
уделять, INFN: 3
эмоция, NOUN: 3
фаворит, NOUN: 3
привередлив, ADJS: 3
поместил, VERB: 3
перемещение, NOUN: 3
пересмотрел, VERB: 3
сооружаю, VERB: 3
неглубокий, ADJF: 3
опыляюсь, VERB: 3
оправдываю, VERB: 3
сесть, INFN: 3
йогурт, NOUN: 3
подземный, ADJF: 3
лапа, NOUN: 3
предотвратить, INFN: 3
бабуля, NOUN: 3
голос, NOUN: 3
снабжать, INFN: 3
хост, NOUN: 3
нанести, INFN: 3
сохнуть, INFN: 3
снегоуборщик, NOUN: 3
доработка, NOUN: 3
бобовый, ADJF: 3
червивый, ADJF: 3
заболевший, PRTF: 3
высадка, NOUN: 3
играть, INFN: 3
обогащаю, VERB: 3
еду, VERB: 3
умудряюсь, VERB: 3
залез, VERB: 3
проектный, ADJF: 3
подвесной, ADJF: 3
сушусь, VERB: 3
сломанный, PRTF: 3
контрольный, ADJF: 3
любопытный, ADJF: 3
сказан, PRTS: 3
перестроить, INFN: 3
подготовил, VERB: 3
перечесть, INFN: 3
клоп, NOUN: 3
произрастание, NOUN: 3
просел, VERB: 3
мытьё, NOUN: 3
размещение, NOUN: 3
царапаюсь, VERB: 3
укореняю, VERB: 3
отменный, ADJF: 3
страничка, NOUN: 3
полиция, NOUN: 3
повторить, INFN: 3
перепробовал, VERB: 3
составной, ADJF: 3
правда, NOUN: 3
лузга, NOUN: 3
фонд, NOUN: 3
замес, NOUN: 3
вредить, INFN: 3
оттого, ADVB: 3
впоследствии, ADVB: 3
минерал, NOUN: 3
покушать, INFN: 3
развешиваю, VERB: 3
бордовый, ADJF: 3
варю, VERB: 3
возвращаю, VERB: 3
дохлый, ADJF: 3
угроза, NOUN: 3
подыскал, VERB: 3
хм, INTJ: 3
увлекаюсь, VERB: 3
трактат, NOUN: 3
прикапывать, INFN: 3
слева, ADVB: 3
негде, PRED: 3
зависим, ADJS: 3
натриевый, ADJF: 3
рассаживание, NOUN: 3
обжарка, NOUN: 3
изумление, NOUN: 3
распоряжение, NOUN: 3
чугунный, ADJF: 3
забыть, INFN: 3
проявился, VERB: 3
возбудитель, NOUN: 3
устроил, VERB: 3
привязываю, VERB: 3
ветеринар, NOUN: 3
музыка, NOUN: 3
недовольный, ADJF: 3
первоначальный, ADJF: 3
настал, VERB: 3
ноль, NOUN: 3
убиваю, VERB: 3
скапливаюсь, VERB: 3
старше, COMP: 3
плотнее, COMP: 3
аккумулятор, NOUN: 3
карбюратор, NOUN: 3
рф, NOUN: 3
благородный, ADJF: 3
холостой, ADJF: 3
покупатель, NOUN: 3
быстренько, ADVB: 3
кустарниковый, ADJF: 3
кружочек, NOUN: 3
ольга, NOUN: 3
обрызгивать, INFN: 3
проявляю, VERB: 3
баранина, NOUN: 3
добротный, ADJF: 3
резина, NOUN: 3
сформировать, INFN: 3
аккуратненько, ADJS: 3
малюсенький, ADJF: 3
банка, NOUN: 3
подсохший, PRTF: 3
подвой, NOUN: 3
трюфельный, ADJF: 3
ампула, NOUN: 3
кулинарный, ADJF: 3
пучок, NOUN: 3
низина, NOUN: 3
приоткрывать, INFN: 3
поднимать, INFN: 3
тревога, NOUN: 3
тварь, NOUN: 3
непригоден, ADJS: 3
лопаюсь, VERB: 3
щавель, NOUN: 3
новомодный, ADJF: 3
проветривать, INFN: 3
прокладка, NOUN: 3
трубочка, NOUN: 3
сравнивать, INFN: 3
бедный, ADJF: 3
повторный, ADJF: 3
создавать, INFN: 3
высеять, INFN: 3
олифа, NOUN: 3
привлёк, VERB: 3
заложен, PRTS: 3
судьба, NOUN: 3
ус, NOUN: 3
отложить, INFN: 3
вырождаюсь, VERB: 3
везу, VERB: 3
оценивать, INFN: 3
переувлажнять, INFN: 3
платить, INFN: 3
раскладывать, INFN: 3
толстенький, ADJF: 3
пройтись, INFN: 3
водный, ADJF: 3
вдоволь, ADVB: 3
ванна, NOUN: 3
заменил, VERB: 3
ловушка, NOUN: 3
обращение, NOUN: 3
неприхотливость, NOUN: 3
волгоград, NOUN: 3
обед, NOUN: 3
оса, NOUN: 3
гадость, NOUN: 3
голод, NOUN: 3
ношу, VERB: 3
мятлик, NOUN: 3
ядохимикат, NOUN: 3
морозоустойчивость, NOUN: 3
создаю, VERB: 3
излишний, ADJF: 3
подготовить, INFN: 3
прижиться, INFN: 3
образуя, GRND: 3
